"bookName","author","series","summary","rating","price"
"天堂：諾貝爾文學獎得主古納入圍布克獎經典代表作（特別收錄諾貝爾文學獎獲獎致辭〈寫作〉）","阿卜杜勒拉扎克‧古納","當代經典","生而為人，如何定義自由？抵達自由的瞬間，是否就能開啟天堂之門？　——一個男孩悲傷的成長史，顛覆歐洲中心主義意識形態書寫的非洲歷史——二〇二一年諾貝爾文學獎得主入圍布克獎經典代表作，全新繁體中文譯本　他告訴自己，他不會再為父母哀傷。他不會。他們在許多年前拋棄了他，換取自己的自由，現在輪到他拋棄他們。如果他的深陷牢籠曾讓父母得到些許喘息，現在也結束了，因為他將打造自己的人生。當他自由漂浪草原，或許有一天他會去拜訪他們，感謝他們的嚴苛教訓，讓他得以面對人生。——〈同一血塊〉《天堂》來自坦尚尼亞的古納，於一九六〇年代移居英國求學，著有多部小說，作品圍繞難民與流亡，聚焦身分認同、種族衝突及歷史書寫等，在二〇二一年榮獲諾貝爾文學獎。書評家普遍認為，古納的作品在在呈現了殖民主義對世界的影響、戰爭所留下的創傷及難民流亡等經歷。　　《天堂》是古納早期作品，出版當時即入圍布克獎和惠特布萊德獎","N/A","NT$345 TWD"
"了凡四訓","袁了凡","N/A","《了凡四訓》又名《命自我立》，是明朝袁了凡先生，結合了自己親身的經歷和畢生學問與修養，為了教育自己的子孫而作的家訓。了凡先生在早期驗證了命數的準確性，後來進一步通曉了命數的由來，知道人可以掌握自己的未來，改造自己的命運；難得的是，他在下半生，又驗證了人完全可以自我「立命」，自求多福。在他智慧的人生經驗中，不僅僅是知命安命，更可貴的是教誡我們自強不息，透過修身積德，改造命運，給後世子孫留下積極有益的「立命之學」。","⭐⭐⭐⭐","NT$132 TWD"
"人鼠之間（諾貝爾文學獎得主，20 世紀美國最偉大的文學作品之一）","約翰．史坦貝克(John Steinbeck)","理想圖書館","像我們這樣的人，不配有真正的生活，只能擁有一個無法實現的夢……★★資本主義社會眼中，最反動的一本小說★★# 1962年諾貝爾文學獎得主作品# 極具爭議性，最多人想看，同時也是最多人想禁的書# 7度改編登上百老匯、歌劇院、電視和大螢幕；2014年再度登上百老匯舞台時，更創下劇場最佳票房，足見其跨時代的不朽魅力# 真正還原史坦貝克小說原貌的全新譯本這是一個沒什麼希望的年代，過一天是一天，能有幾周的工作就是一件令人感到幸福的事情。數十萬工人湧進加州，在季節性勞工的需求下，流浪於一座又一座農場間，求得生活的溫飽。蘭尼和喬治就是這樣卑微的流浪工人，但他們不同，他們情同手足。身材魁梧，卻善良純真得像個小孩子般的蘭尼，他有一點弱智，總是惹上麻煩，必須依賴喬治的幫助和引導，才能生活在這個複雜又艱難的社會中。喬治嘴上抱怨被他拖累，卻決定讓蘭尼留在身邊。畢竟，有人需要、有人在乎，有人可...","⭐⭐⭐⭐½","NT$189 TWD"
"In the Plex","Steven Levy","N/A","“The most interesting book ever written about Google” (The Washington Post) delivers the inside story behind the most successful and admired technology company of our time, now updated with a new Afterword.Google is arguably the most important company in the world today, with such pervasive influence that its name is a verb. The company founded by two Stanford graduate students—Larry Page and","N/A","NT$433 TWD"
"小王子","安托萬·德·聖-埃克蘇佩里 Antoine de Saint-Exupéry","N/A","暢銷全球70餘年，如詩般的童話經典，獻給所有的大人和孩子。本次譯本由既是詩人，也是翻譯家，並屢獲大獎的譯者樹才，根據法國伽利馬出版社的權威版本翻譯，他的文字乾淨、優雅，值得讀者細細品味。★100%譯自法語原版定本★譯者榮獲法國政府勛章大獎★金馬獎最佳動畫長片聲優經典演繹僅次於聖經，全球印量第二多的書，已譯成兩百五十多種語言，平均每六個法國人就擁有一本。《小王子》是每個人必讀的心靈之書。──法國《讀書》所以，等你馴養了我，那會非常美妙！金色的麥子，會讓我想起你。我會愛上風吹過麥田的聲音……遙遠星球上的小王子，與美麗而驕傲的玫瑰吵架之後，負氣出走，到六個小小星球拜訪，在各星球漫遊中，他遇到了傲慢的國王、想忘掉酗酒恥辱的酒鬼、認為自己擁有星星的商人、每分鐘都在點燈...","⭐⭐⭐⭐½","NT$253 TWD"
"悉達多【獨家收錄保羅．科爾賀專文導讀、林懷民繆思分享】：一首印度的詩（流浪者之歌）","赫曼．赫塞(Hermann Hesse)","經典","即使會重蹈所有的錯誤與悲劇，不論痛苦、絕望、還是快樂，我都要自己親自走過諾貝爾文學獎得主赫曼．赫塞最經典的文學作品《牧羊少年奇幻之旅》作者保羅．科爾賀極力推崇一部思想與人生的辯證之歌！★【獨家收錄】《牧羊少年奇幻之旅》作者保羅．科爾賀專文導讀★【特別收錄】雲門舞集林懷民分享《悉達多》帶給他的創作影響★文學大師亨利．米勒最愛作品之一★全新德文好評譯本，重現赫塞作品如詩如歌節律，豆瓣9.4高分讚譽雲門舞集創辦人林懷民、作家柯裕棻、作家劉梓潔、導演侯季然 聯手推薦古代印度貴族青年悉達多，英俊聰慧而好學，所有的人都愛他，他使所有的人快樂。但悉達多自己並不快樂，因為他有一個不安的靈魂。為了追尋自我，悉達多離開他所擁有的世俗的一切。他決意去流浪，和好友喬文達一起向沙門學習，學習流浪、學習苦行，輕蔑並徹底否定俗世的一切。途中，悉達多向得道的世尊佛陀學習真理，短暫的論道之後，他離開好友喬文達","⭐⭐⭐⭐⭐","NT$196 TWD"
"剛剛好的優雅","林志玲","N/A","林志玲，娓娓道來….真摯內心的恬靜與踏實,透過聆聽，聽見--林志玲優雅，是忠於自己腳步的從容；是面對挫折也能笑著轉身繼續前進；是懂得進退，為人著想又不失自我的分寸拿捏。成就自己的同時，也不忘將別人放在心上。不強求，不比較；一切都可以～剛‧剛‧好。40則林志玲的人生哲學X優雅小語帶你看見女力十足的美麗勇氣講者簡介：林志玲擁有加拿大多倫多大學西洋美術歷史和經濟學雙學位，義大利和日本短期留學。主持、廣告、戲劇、舞台劇、上山下海參加挑戰極限的實境節目，把一般人認為是困難的事情，當作是每一天的學習。2011年成立「志玲姊姊慈善基金會」至今，關懷弱勢族群並協助兒童的學習與醫療。讓貧困得到協助，病痛獲得醫療，夢想達到實現。用溫柔而堅定的力量，在回饋社會的道路上，永不止歇。2019年，她嫁給了愛情，當起全職媽媽。她打破了許多的不可能，讓人相信奇蹟是真的存在的，尤其會發生在善良、單純、願意...","⭐⭐⭐⭐½","NT$332 TWD"
"天下大亂：川普政府的中國政策，其形成、矛盾與內幕","賈許．羅金","八旗國際","★★華郵白宮記者，首度公開川普對台講話「中國打台灣美國什麼事都沒法做！」★★多份機密文件揭露美中攻防內幕，令人嘆為觀止的金權滲透網絡　　21世紀中美大戰在混亂中展開，　　面對中國的紅色滲透與戰狼外交，　　終於覺醒的美國是否能成功反擊？　　40年來美國對中國的幻想已經落空，　　新生代的亞洲專家、媒體記者、國會幕僚、外交官員早已覺醒，　　準備展開對中國的全面反攻。　　川普的上台給了他們一個施展抱負的機會，　　但官僚的角力、政壇利益的糾葛，與中國撲天蓋地的影響力作戰　　讓真相極度複雜、美國岌岌可危……　　從1979年中美關係正常化開始，中國蓄意利用美國的自由開放，傾國家之力在自由市場中進行不公平的經濟競爭與科技掠奪，更以其「黨國一體」、「軍民不分」、「統一戰線」手法，對美國政府、校園、科技業、網絡，以金錢收買、暴力威脅、美人計等手段，進行無孔不入的滲透與控制。　　★★今日中...","⭐⭐⭐⭐⭐","NT$392 TWD"
"一小時的力量：每天微改變，養大你的成功因子","艾德莉安．赫伯特","TOP","══每天1小時，重新設定你的人生！═══透過成長心態+複利習慣，每天只要一小時，就能持續累積獲得巨大成就的動能，活出你想要的生活！★喜歡詹姆斯‧克利爾《原子習慣》、班傑明．史鮑及麥可・桑德的《起床後的黃金1小時》的讀者，也能從這本書得到幫助，從每天的一小時採取行動。◎成就非凡的人都有成長心態，他們的一天都從處理最重要的事情開始。《一小時的力量》讓你投資每天的黃金一小時，從建立成長心態開始，聚焦在自己的目標，投資未來，將自己培養成容易成功的人，成就不凡的事情。◎投資黃金一小時的效益超乎想像本書的作者艾德麗安‧赫伯特是TED講者、節目Power Hour 的Podcast下載超過一百萬次。當她決心挑戰馬拉松的鍛鍊時，做了一個決定──「每天早上花一個小時的時間，專注在什麼是自己真正想要的。」而這個決定的效果遠超過她的想像。她用這額外的一小時去讀更多的書...","⭐⭐⭐⭐","NT$214 TWD"
"Scaling People","Claire Hughes Johnson","N/A","**From a Stripe and Google executive, a practical guide to company building and scaling the most important resource it has: its people.Selected for ""Best Books of 2023"" by Bloomberg and The Economist!**“Whether you are a new manager or a CEO, there are going to be moments when you feel alone and need help. Odds are, the advice you need is in Scaling People. You are going to pull this book off your","⭐⭐⭐½","NT$300 TWD"
"安卓珍尼：出道30週年紀念版","董啟章","聯合文叢","出道30週年紀念版「很有可能，這將會是我最後一本實體書。」──董啟章★特別收錄：新序〈在出道三十年之後，重新出道〉董啟章百科全書式風格的開端，辭典小說的原型，一位秀異小說家的物種源始，最初的誕生。本書是董啟章奠定文壇地位的重要作品，共收錄三則中短篇小說：〈安卓珍尼——一個不存在的物種的進化史〉、〈少年神農〉與〈聰明世界〉。其中〈安卓珍尼〉與〈少年神農〉分別獲得1994年聯合文學小說新人獎中篇小說首獎、短篇小說推薦獎。聯合文學在2024年推出「三十週年紀念版」，重現這部膾炙人口的經典。安卓珍尼，一隻雌雄同體的斑尾毛蜥，是一個不存在的物種進化史；也是一次在文學長河的演化史中，極其珍貴的基因突變。逾越小說該有的本分，牠是一則偽裝成小說體的生物筆記。超出小說原來的界線，安卓珍尼教會我們，小說不止是小說，小說是神啟的創世紀，萬古渾沌後的一次大爆炸，開天闢地，日月流轉，億萬顆星辰熠熠發亮，塵埃落定","N/A","NT$266 TWD"
